class_id,room_id,pref
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,4.0
1,9,4.0
1,10,4.0
1,11,0.0
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.0
1,19,4.0
1,20,0.0
1,21,0.0
1,22,0.0
2,23,0.0
2,24,0.0
2,1,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,28,0.0
2,29,0.0
2,30,0.0
2,7,0.0
2,8,0.0
2,31,0.0
2,9,0.0
2,32,0.0
2,10,0.0
2,33,0.0
2,11,0.0
2,12,0.0
2,34,0.0
2,35,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,36,0.0
2,16,0.0
2,17,0.0
2,37,0.0
2,18,0.0
2,38,0.0
2,19,0.0
2,39,0.0
2,40,0.0
2,41,0.0
2,20,0.0
2,42,0.0
2,21,0.0
2,22,0.0
2,43,0.0
3,28,0.0
4,28,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,4.0
5,9,4.0
5,10,4.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,4.0
5,20,0.0
5,21,0.0
5,22,0.0
6,1,0.0
6,27,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,4.0
6,9,4.0
6,10,4.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,36,1.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,4.0
6,20,0.0
6,21,0.0
6,22,0.0
7,1,0.0
7,27,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,28,-4.0
7,30,4.0
7,7,0.0
7,8,4.0
7,31,4.0
7,9,4.0
7,10,4.0
7,11,0.0
7,12,0.0
7,35,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,36,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,38,0.0
7,19,4.0
7,20,0.0
7,21,0.0
7,22,0.0
7,43,0.0
8,1,0.0
8,27,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,28,-4.0
8,30,4.0
8,7,0.0
8,8,4.0
8,31,4.0
8,9,4.0
8,10,4.0
8,11,0.0
8,12,0.0
8,35,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,36,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,38,0.0
8,19,4.0
8,20,0.0
8,21,0.0
8,22,0.0
8,43,0.0
9,23,4.0
9,24,4.0
9,1,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,28,0.0
9,30,4.0
9,7,0.0
9,8,4.0
9,31,4.0
9,9,4.0
9,32,0.0
9,10,4.0
9,33,4.0
9,11,0.0
9,12,0.0
9,34,0.0
9,35,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,36,0.0
9,16,0.0
9,17,0.0
9,37,0.0
9,18,0.0
9,38,0.0
9,19,4.0
9,39,4.0
9,40,0.0
9,41,0.0
9,20,0.0
9,42,0.0
9,21,0.0
9,22,0.0
9,43,0.0
10,24,4.0
10,1,0.0
10,25,0.0
10,27,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,28,-4.0
10,30,4.0
10,7,0.0
10,8,4.0
10,31,4.0
10,9,4.0
10,32,0.0
10,10,4.0
10,33,4.0
10,11,0.0
10,12,0.0
10,34,4.0
10,35,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,36,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,38,0.0
10,19,4.0
10,40,0.0
10,41,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,43,0.0
11,23,4.0
11,24,4.0
11,1,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,44,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,45,0.0
11,6,0.0
11,28,0.0
11,29,-4.0
11,30,4.0
11,46,0.0
11,7,0.0
11,8,4.0
11,31,4.0
11,9,4.0
11,47,4.0
11,48,0.0
11,32,0.0
11,10,4.0
11,33,4.0
11,11,0.0
11,49,0.0
11,12,0.0
11,34,0.0
11,35,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,36,0.0
11,16,0.0
11,17,0.0
11,37,0.0
11,18,0.0
11,38,0.0
11,19,4.0
11,39,4.0
11,40,0.0
11,41,0.0
11,20,0.0
11,42,0.0
11,21,0.0
11,22,0.0
11,43,0.0
12,1,0.0
12,27,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,28,-4.0
12,30,4.0
12,7,0.0
12,8,4.0
12,31,4.0
12,9,4.0
12,10,4.0
12,11,0.0
12,12,0.0
12,35,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,36,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,38,0.0
12,19,4.0
12,20,0.0
12,21,0.0
12,22,0.0
12,43,0.0
13,28,0.0
1968,160,0.0
1968,161,0.0
1969,160,0.0
1969,161,0.0
1970,160,0.0
1970,161,0.0
1971,160,0.0
1971,161,0.0
1972,160,0.0
1972,161,0.0
1973,160,0.0
1973,161,0.0
1974,160,0.0
1974,161,0.0
1975,160,0.0
1975,161,0.0
1976,160,0.0
1976,161,0.0
1977,160,0.0
1977,161,0.0
1978,160,0.0
1978,161,0.0
1979,160,0.0
1979,161,0.0
1980,160,0.0
1980,161,0.0
1981,160,0.0
1981,161,0.0
1982,160,0.0
1982,161,0.0
1983,160,0.0
1983,161,0.0
2258,189,0.0
2258,190,0.0
2258,191,0.0
2258,192,0.0
2258,193,0.0
2258,194,0.0
2258,195,0.0
2258,196,0.0
2258,197,0.0
2258,198,0.0
2258,199,-4.0
2258,200,-4.0
2258,201,0.0
2258,202,0.0
2258,203,-4.0
2258,204,0.0
2258,94,0.0
2258,205,0.0
2258,206,0.0
2258,95,0.0
2258,96,-1.0
2258,207,0.0
2258,208,0.0
2258,209,0.0
2258,210,0.0
2258,211,0.0
2258,212,0.0
2258,213,0.0
2258,214,0.0
2258,215,0.0
2259,189,0.0
2259,190,0.0
2259,191,0.0
2259,192,0.0
2259,193,0.0
2259,194,0.0
2259,195,0.0
2259,196,0.0
2259,197,0.0
2259,198,0.0
2259,199,-4.0
2259,200,-4.0
2259,201,0.0
2259,202,0.0
2259,203,-4.0
2259,204,0.0
2259,94,0.0
2259,205,0.0
2259,206,0.0
2259,95,0.0
2259,96,-1.0
2259,207,0.0
2259,208,0.0
2259,209,0.0
2259,210,0.0
2259,211,0.0
2259,212,0.0
2259,213,0.0
2259,214,0.0
2259,215,0.0
2260,189,0.0
2260,190,0.0
2260,191,0.0
2260,192,0.0
2260,193,0.0
2260,194,0.0
2260,195,0.0
2260,196,0.0
2260,197,0.0
2260,198,0.0
2260,199,-4.0
2260,200,-4.0
2260,201,0.0
2260,202,0.0
2260,203,-4.0
2260,204,0.0
2260,94,0.0
2260,205,0.0
2260,206,0.0
2260,95,0.0
2260,96,-1.0
2260,207,0.0
2260,208,0.0
2260,209,0.0
2260,210,0.0
2260,211,0.0
2260,212,0.0
2260,213,0.0
2260,214,0.0
2260,215,0.0
2261,189,0.0
2261,190,0.0
2261,191,0.0
2261,192,0.0
2261,193,0.0
2261,194,0.0
2261,195,0.0
2261,196,0.0
2261,197,0.0
2261,198,0.0
2261,199,-4.0
2261,200,-4.0
2261,201,0.0
2261,202,0.0
2261,203,-4.0
2261,204,0.0
2261,94,0.0
2261,205,0.0
2261,206,0.0
2261,95,0.0
2261,96,-1.0
2261,207,0.0
2261,208,0.0
2261,209,0.0
2261,210,0.0
2261,211,0.0
2261,212,0.0
2261,213,0.0
2261,214,0.0
2261,215,0.0
2262,189,0.0
2262,190,0.0
2262,191,0.0
2262,192,0.0
2262,193,0.0
2262,194,0.0
2262,195,0.0
2262,196,0.0
2262,197,0.0
2262,198,0.0
2262,199,-4.0
2262,200,-4.0
2262,201,0.0
2262,202,0.0
2262,203,-4.0
2262,204,0.0
2262,94,0.0
2262,205,0.0
2262,206,0.0
2262,95,0.0
2262,96,-1.0
2262,207,0.0
2262,208,0.0
2262,209,0.0
2262,210,0.0
2262,211,0.0
2262,212,0.0
2262,213,0.0
2262,214,0.0
2262,215,0.0
2263,189,0.0
2263,190,0.0
2263,191,0.0
2263,192,0.0
2263,193,0.0
2263,194,0.0
2263,195,0.0
2263,196,0.0
2263,197,0.0
2263,198,0.0
2263,199,-4.0
2263,200,-4.0
2263,201,0.0
2263,202,0.0
2263,203,-4.0
2263,204,0.0
2263,94,0.0
2263,205,0.0
2263,206,0.0
2263,95,0.0
2263,96,-1.0
2263,207,0.0
2263,208,0.0
2263,209,0.0
2263,210,0.0
2263,211,0.0
2263,212,0.0
2263,213,0.0
2263,214,0.0
2263,215,0.0
2264,189,0.0
2264,190,0.0
2264,191,0.0
2264,192,0.0
2264,193,0.0
2264,194,0.0
2264,195,0.0
2264,196,0.0
2264,197,0.0
2264,198,0.0
2264,199,-4.0
2264,200,-4.0
2264,201,0.0
2264,202,0.0
2264,203,-4.0
2264,204,0.0
2264,94,0.0
2264,205,0.0
2264,206,0.0
2264,95,0.0
2264,96,-1.0
2264,207,0.0
2264,208,0.0
2264,209,0.0
2264,210,0.0
2264,211,0.0
2264,212,0.0
2264,213,0.0
2264,214,0.0
2264,215,0.0
2265,189,0.0
2265,190,0.0
2265,191,0.0
2265,192,0.0
2265,193,0.0
2265,194,0.0
2265,195,0.0
2265,196,0.0
2265,197,0.0
2265,198,0.0
2265,199,-4.0
2265,200,-4.0
2265,201,0.0
2265,202,0.0
2265,203,-4.0
2265,204,0.0
2265,94,0.0
2265,205,0.0
2265,206,0.0
2265,95,0.0
2265,96,-1.0
2265,207,0.0
2265,208,0.0
2265,209,0.0
2265,210,0.0
2265,211,0.0
2265,212,0.0
2265,213,0.0
2265,214,0.0
2265,215,0.0
2266,189,0.0
2266,190,0.0
2266,191,0.0
2266,192,0.0
2266,193,0.0
2266,194,0.0
2266,195,0.0
2266,196,0.0
2266,197,0.0
2266,198,0.0
2266,199,-4.0
2266,200,-4.0
2266,201,0.0
2266,202,0.0
2266,203,-4.0
2266,204,0.0
2266,94,0.0
2266,205,0.0
2266,206,0.0
2266,95,0.0
2266,96,-1.0
2266,207,0.0
2266,208,0.0
2266,209,0.0
2266,210,0.0
2266,211,0.0
2266,212,0.0
2266,213,0.0
2266,214,0.0
2266,215,0.0
2267,189,0.0
2267,190,0.0
2267,191,0.0
2267,192,0.0
2267,193,0.0
2267,194,0.0
2267,195,0.0
2267,196,0.0
2267,197,0.0
2267,198,0.0
2267,199,-4.0
2267,200,-4.0
2267,201,0.0
2267,202,0.0
2267,203,-4.0
2267,204,0.0
2267,94,0.0
2267,205,0.0
2267,206,0.0
2267,95,0.0
2267,96,-1.0
2267,207,0.0
2267,208,0.0
2267,209,0.0
2267,210,0.0
2267,211,0.0
2267,212,0.0
2267,213,0.0
2267,214,0.0
2267,215,0.0
2268,189,0.0
2268,190,0.0
2268,191,0.0
2268,192,0.0
2268,193,0.0
2268,194,0.0
2268,195,0.0
2268,196,0.0
2268,197,0.0
2268,198,0.0
2268,199,-4.0
2268,200,-4.0
2268,201,0.0
2268,202,0.0
2268,203,-4.0
2268,204,0.0
2268,94,0.0
2268,205,0.0
2268,206,0.0
2268,95,0.0
2268,96,-1.0
2268,207,0.0
2268,208,0.0
2268,209,0.0
2268,210,0.0
2268,211,0.0
2268,212,0.0
2268,213,0.0
2268,214,0.0
2268,215,0.0
2269,189,0.0
2269,190,0.0
2269,191,0.0
2269,192,0.0
2269,193,0.0
2269,194,0.0
2269,195,0.0
2269,196,0.0
2269,197,0.0
2269,198,0.0
2269,199,-4.0
2269,200,-4.0
2269,201,0.0
2269,202,0.0
2269,203,-4.0
2269,204,0.0
2269,94,0.0
2269,205,0.0
2269,206,0.0
2269,95,0.0
2269,96,-1.0
2269,207,0.0
2269,208,0.0
2269,209,0.0
2269,210,0.0
2269,211,0.0
2269,212,0.0
2269,213,0.0
2269,214,0.0
2269,215,0.0
2270,189,0.0
2270,190,0.0
2270,191,0.0
2270,192,0.0
2270,193,0.0
2270,194,0.0
2270,195,0.0
2270,196,0.0
2270,197,0.0
2270,198,0.0
2270,199,-4.0
2270,200,-4.0
2270,201,0.0
2270,202,0.0
2270,203,-4.0
2270,204,0.0
2270,94,0.0
2270,205,0.0
2270,206,0.0
2270,95,0.0
2270,96,-1.0
2270,207,0.0
2270,208,0.0
2270,209,0.0
2270,210,0.0
2270,211,0.0
2270,212,0.0
2270,213,0.0
2270,214,0.0
2270,215,0.0
2271,189,0.0
2271,190,0.0
2271,191,0.0
2271,192,0.0
2271,193,0.0
2271,194,0.0
2271,195,0.0
2271,196,0.0
2271,197,0.0
2271,198,0.0
2271,199,-4.0
2271,200,-4.0
2271,201,0.0
2271,202,0.0
2271,203,-4.0
2271,204,0.0
2271,94,0.0
2271,205,0.0
2271,206,0.0
2271,95,0.0
2271,96,-1.0
2271,207,0.0
2271,208,0.0
2271,209,0.0
2271,210,0.0
2271,211,0.0
2271,212,0.0
2271,213,0.0
2271,214,0.0
2271,215,0.0
2272,189,0.0
2272,190,0.0
2272,191,0.0
2272,192,0.0
2272,193,0.0
2272,194,0.0
2272,195,0.0
2272,196,0.0
2272,197,0.0
2272,198,0.0
2272,199,-4.0
2272,200,-4.0
2272,201,0.0
2272,202,0.0
2272,203,-4.0
2272,204,0.0
2272,94,0.0
2272,205,0.0
2272,206,0.0
2272,95,0.0
2272,96,-1.0
2272,207,0.0
2272,208,0.0
2272,209,0.0
2272,210,0.0
2272,211,0.0
2272,212,0.0
2272,213,0.0
2272,214,0.0
2272,215,0.0
2273,189,0.0
2273,190,0.0
2273,191,0.0
2273,192,0.0
2273,193,0.0
2273,194,0.0
2273,195,0.0
2273,196,0.0
2273,197,0.0
2273,198,0.0
2273,199,-4.0
2273,200,-4.0
2273,201,0.0
2273,202,0.0
2273,203,-4.0
